Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"1375 King Edward Ave W, Vancouver, BC V6H 2A1","C$11,998,000",4 bds,3 ba,"5,774 sqft",N/A
"2311 W 8th Ave, Vancouver, BC V6K 2A8","C$1,185,000",2 bds,2 ba,"1,000 sqft",N/A
"1199 Marinaside Cres UNIT 3002, Vancouver, BC V6Z 2Y2","C$1,999,000",2 bds,2 ba,"1,302 sqft",N/A
"3998 Granville St, Vancouver, BC V6H 3L2","C$7,980,000",4 bds,3 ba,"5,350 sqft",N/A
"667 Howe St #4601, Vancouver, BC V6C 0B5","C$8,900,000",4 bds,5 ba,"3,722 sqft",N/A
"1591 Nanton Ave, Vancouver, BC V6J 2X3","C$5,990,000",7 bds,6 ba,"4,979 sqft",N/A
"2209 Alder St, Vancouver, BC V6H 2R8","C$1,199,000",2 bds,2 ba,"1,550 sqft",N/A
"1177 Hornby St #203, Vancouver, BC V6Z 2E9","C$638,000",1 bd,1 ba,665 sqft,N/A
"2843 W 44th Ave, Vancouver, BC V6N 3K1","C$5,990,000",6 bds,6 ba,"5,044 sqft",N/A
"445 W 2nd Ave #TOWNHOUSE 101, Vancouver, BC V5Y 0E8","C$1,328,000",2 bds,3 ba,"1,411 sqft",N/A
"1408 Robson St #1006, Vancouver, BC V6G 1B9","C$3,380,000",2 bds,2 ba,935 sqft,N/A
"557 E 20th Ave, Vancouver, BC V5V 1M7","C$2,288,000",6 bds,4 ba,"1,981 sqft",N/A
"822 Homer St #1303, Vancouver, BC V6B 6M3","C$858,000",2 bds,2 ba,837 sqft,N/A
"1717 Haro St #401, Vancouver, BC V6G 1H1","C$659,000",1 bd,1 ba,667 sqft,N/A
"583 Beach Cres #1003, Vancouver, BC V6Z 3E6","C$1,849,900",2 bds,2 ba,"1,238 sqft",N/A
"3814 W 15th Ave, Vancouver, BC V6R 2Z9","C$1,880,000",3 bds,3 ba,"1,471 sqft",N/A
"1191 W 40th Ave, Vancouver, BC V6M 1V1","C$4,398,000",5 bds,2 ba,"3,470 sqft",N/A
"1331 Alberni St #2701, Vancouver, BC V6E 4S1","C$1,998,000",3 bds,3 ba,"1,614 sqft",N/A
"455 Beach Cres #1102, Vancouver, BC V6Z 3E5","C$1,338,000",2 bds,2 ba,"1,160 sqft",N/A
"6210 Larch St, Vancouver, BC V6M 4C6","C$4,199,000",6 bds,7 ba,"3,535 sqft",N/A
"1050 Chilco St #503, Vancouver, BC V6G 2R8","C$399,900",1 bd,1 ba,569 sqft,N/A
"1234 Pendrell St #102, Vancouver, BC V6E 1L6","C$749,900",2 bds,1 ba,860 sqft,N/A
"1965 E 37th Ave, Vancouver, BC V5P 1E9","C$2,100,000",5 bds,4 ba,"2,249 sqft",N/A
"3615 Georgia St E, Vancouver, BC V5K 2M2","C$1,938,000",6 bds,4 ba,"2,029 sqft",N/A
"2715 E Pender St #2, Vancouver, BC V5K 2B9","C$1,598,000",3 bds,3 ba,"2,006 sqft",N/A
"688 Fairchild Rd #204, Vancouver, BC V5Z 4P7","C$968,000",2 bds,2 ba,"1,056 sqft",N/A
"1131 Homer St, Vancouver, BC V6B 0B1","C$1,175,900",2 bds,2 ba,"1,130 sqft",N/A
"46 King Edward Ave W, Vancouver, BC V5Y 2H7","C$1,699,900",3 bds,3 ba,"1,484 sqft",N/A
"928 Richards St #2002, Vancouver, BC V6B 6P6","C$549,000",1 bd,1 ba,495 sqft,N/A
"550 Taylor St UNIT 1610, Vancouver, BC V6B 1R1","C$649,000",1 bd,1 ba,589 sqft,N/A
"1159 Main St #805, Vancouver, BC V6A 4B6","C$1,098,000",3 bds,2 ba,"1,183 sqft",N/A
"871 W 33rd Ave, Vancouver, BC V5V 3A4","C$849,900",1 bd,1 ba,542 sqft,N/A
"1255 Seymour St PENTHOUSE 3401, Vancouver, BC V6B 0H1","C$2,349,000",2 bds,3 ba,"1,415 sqft",N/A
"1837 Matthews Ave, Vancouver, BC V6J 2T4","C$6,298,000",6 bds,7 ba,"7,871 sqft",N/A
"4078 Knight St #523, Vancouver, BC V5N 5Y9","C$799,900",2 bds,2 ba,807 sqft,N/A
"1238 W 45th Ave, Vancouver, BC V6M 2G7","C$6,688,000",10 bds,10 ba,"6,057 sqft",N/A
"2411 Heather St #1801, Vancouver, BC V5Z 0B7","C$2,990,000",3 bds,2 ba,"1,556 sqft",N/A
"2119 E 29th Ave #1, Vancouver, BC V5N 2Z2","C$1,499,900",3 bds,4 ba,"1,443 sqft",N/A
"4652 Victoria Dr, Vancouver, BC V5N 4N9","C$1,180,000",3 bds,2 ba,"1,252 sqft",N/A
"2055 Pendrell St #1605, Vancouver, BC V6G 1T9","C$1,549,000",2 bds,2 ba,"1,114 sqft",N/A
"16 Lakewood Dr #305, Vancouver, BC V5L 4L1","C$570,000",2 bds,1 ba,807 sqft,N/A
